"Vmax","Km","CUE","mr","fp","Cmic_0"
0.139677994330661,11.2987394968988,0.0568248242376357,0.00612523729463553,0.974528409263841,0.0718565323237958
0.0898061591345284,5.30353116430927,0.00713398041910788,0.00547824945456596,0.516054042807796,0.0146736086406992
0.31243566503354,0.526074700814039,0.898689453408981,0.041592723386298,0.0521146214009867,0.0382525116401706
0.374991271484268,8.72759196826202,0.717108012548744,0.0121940033029397,0.0764029889908247,0.0423740536512322
0.419786534471188,10.0140781155327,0.776174325260631,0.019974770706347,0.0457238913230246,0.0443000855646747
0.124180764931626,6.71724798519263,0.0481346055926378,0.00758016741014588,0.100422436760065,0.0410874979955331
0.133680587957014,7.63582752933593,0.0159019778984982,0.00428178752632646,0.230685140959878,0.0179052078100582
0.0935325084866434,5.87886668025259,0.00701581420987274,0.00800606721332314,0.423259358120073,0.0135023955052842
0.325573988359496,4.07450572009099,0.829647590675651,0.0425713346603412,0.0663751257992901,0.0615688065892172
0.35701682915272,11.1080856414863,0.732532822180622,0.0117964575485895,0.0583090356553319,0.119696318733297
0.101744741820891,7.59438814281776,0.0106649997197919,0.00706953114467819,0.365682143641314,0.0202864126001587
0.131492466310151,8.3958334079139,0.0327037604392974,0.00457497909490625,0.114072413043866,0.0354892402075005
0.312821060889722,1.4468000961949,0.914154969624008,0.0640132367693064,0.0487475203015531,0.0529692634473788
0.253897238339572,2.12095719543506,0.773356538363548,0.0165282203663895,0.0737347424915663,0.143956433426629
0.662890799628469,22.4224544519821,0.552646061467692,0.0568730231654469,0.0790742198374911,0.0552819076033184
0.267476169491443,1.06224247834549,0.851365861191005,0.0105325933150625,0.0573163572920644,0.104318063698868
0.352092938083637,6.60065402475969,0.763850675832704,0.00964320433268594,0.0554731004503915,0.059003368236966
0.35615353665297,8.01384116599285,0.763951462436643,0.0136796442181518,0.0413447069956778,0.0713201758208873
0.348718941353647,2.51756869513171,0.911652228771504,0.0616126159710943,0.00428941654520124,0.0356613882886223
0.19121721610841,16.4616792828989,0.0443378682570473,0.00608049387883277,0.0909824949725095,0.0421832545839668
0.0834550612259337,5.13608986989597,0.00405437822781996,0.00688879858113853,0.677062166621061,0.00914101394548537
0.117479726653363,5.89598829233912,0.00933213023053857,0.00194910064642457,0.431433362883055,0.0095717438359544
0.144774306105838,7.81091957977152,0.0143298379522852,0.00518062433668612,0.270572609854888,0.0117439543118469
0.110511416022724,6.86760337989935,0.0187984313836349,0.0109612235314686,0.18066740102309,0.0272869869505698
