"ll","R2","N","AIC"
-8.43687238512099,0.907793744424907,5,26.873744770242
-4.61865789986477,0.949522864482352,15,39.2373157997296
-8.23280351669413,0.910024005282031,10,36.4656070333883
-2.7647663390448,0.969783974436669,30,65.5295326780896
